Symbol,Open,High,Low,Close,Beta,52Low,52High,Market Cap,Volume,Shares,Sector,Industry
QRVO,102.27,102.78,92.3716,93.62,1.419,75.38,114.5871,"9,389 M","3,259,052","99,889,210",Information Technology,Semiconductors & Semiconductor Equipment
ROP,457.35,458.25,451.68,456.42,1.016,356.215,463.7,"48,311 M","376,098","106,535,014",Information Technology,Software
SNPS,368.11,370.85,366.1,368,1.153,255.02,392.79,"55,837 M","551,783","152,301,677",Information Technology,Software
STX,55.71,55.81,54.47,55.92,1.117,47.47,88.25,"11,414 M","1,841,518","207,082,374",Information Technology,"Technology Hardware, Storage & Peripherals"
SWKS,104.44,104.78,101.33,105.22,1.272,76.16,123.69,"16,256 M","2,944,999","159,153,152",Information Technology,Semiconductors & Semiconductor Equipment
TDY,408.7,410.2,403.8,411.06,1.053,325,447.6,"19,221 M","155,148","47,045,579",Information Technology,"Electronic Equipment, Instruments & Components"
TEL,120.67,121.11,119.125,121.41,1.318,104.76,138.24,"37,603 M","2,227,195","315,115,072",Information Technology,"Electronic Equipment, Instruments & Components"
TRMB,47.28,47.76,46.82,47.41,1.572,45.43,72.24,"11,776 M","1,559,125","247,391,037",Information Technology,"Electronic Equipment, Instruments & Components"
TXN,163.39,163.87,161.36,163.35,1.007,144.4589,186.3,"147,312 M","4,308,975","907,653,862",Information Technology,Semiconductors & Semiconductor Equipment
TYL,382.33,386.37,377.86,382.31,0.8226,281.11,425.805,"16,166 M","236,302","41,925,317",Information Technology,Software
VRSN,222.35,223.11,220.495,222.58,0.9928,155.25,224.56,"22,981 M","398,222","104,096,418",Information Technology,IT Services
WDC,33.01,33.135,32.64,33.05,1.756,29.73,63,"10,551 M","2,445,163","319,327,848",Information Technology,"Technology Hardware, Storage & Peripherals"
ZBRA,256.2,265.71,255,258.5,1.626,224.865,366.42,"13,629 M","551,652","51,430,338",Information Technology,"Electronic Equipment, Instruments & Components"
ALB,173,184.9319,172.62,172.91,1.554,172.26,334.5499,"20,604 M","4,558,416","117,299,392",Materials,Chemicals
APD,294.05,295.195,290.19,293.89,0.8366,218.88,328.56,"64,642 M","710,451","222,082,851",Materials,Chemicals
CE,100.44,102.11,99.44,100.7,1.339,86.705,161.37,"11,210 M","1,483,723","110,824,914",Materials,Chemicals
CF,73.46,73.9699,69.72,73.85,1.012,68.04,119.5983,"13,658 M","2,973,123","194,919,933",Materials,Chemicals
CTVA,60.35,60.57,56.84,60,0.7845,50.03,68.43,"40,423 M","4,165,151","710,678,000",Materials,Chemicals
DD,63.98,64.475,63.25,64.4,1.413,49.52,78.4,"29,405 M","3,075,430","459,016,772",Materials,Chemicals
DOW,52.9,53.41,52.27,53,1,42.91,70.38,"37,742 M","3,899,887","707,314,807",Materials,Chemicals
ECL,173.4,174.12,170.3,173.34,0.977,131.04,178.06,"49,066 M","1,040,656","284,669,498",Materials,Chemicals
EMN,78.9,79.48,77.69,79.58,1.538,69.91,112.78,"9,394 M","715,310","119,151,802",Materials,Chemicals
FCX,36.18,36.33,34.76,36.33,1.996,24.8,46.73,"50,479 M","19,129,306","1,433,254,947",Materials,Metals & Mining
FMC,113.44,113.835,111,113.99,0.8214,98.24,134.38,"13,991 M","1,108,048","125,039,191",Materials,Chemicals
IFF,94.46,95.395,93.95,94.27,1.103,81.53,135.17,"24,252 M","1,200,229","255,067,476",Materials,Chemicals
LIN,362.64,365.21,357.4647,363.5,0.8262,262.47,371.72,"176,647 M","1,545,832","489,597,392",Materials,Chemicals
LYB,89.25,90.585,88.4,89.48,1.265,71.46,117.22,"29,349 M","1,470,354","325,274,141",Materials,Chemicals
MLM,399.95,401.9,384.615,368.55,0.8809,284.99,386.73,"24,134 M","771,416","61,996,967",Materials,Construction Materials
MOS,42.08,42.3763,38.3,42.87,1.584,40.29,66.6,"12,816 M","7,578,468","332,098,640",Materials,Chemicals
NEM,47.7,50.18,47.7,47.49,0.2782,37.45,73.18,"39,267 M","13,356,160","794,712,201",Materials,Metals & Mining
NUE,144.96,146.56,138.88,146.19,1.553,100.125,182.68,"35,110 M","2,831,631","251,000,000",Materials,Metals & Mining
PPG,138.3,138.3,134.665,138.34,1.182,107.06,145.51,"31,899 M","1,029,246","235,416,045",Materials,Chemicals
SHW,229.88,232.07,226.13,231.52,1.075,195.24,280.84,"58,629 M","1,363,373","257,890,316",Materials,Chemicals
STLD,101.43,102,95.89,102.06,1.48,62.44,136.46,"16,439 M","1,913,586","170,585,338",Materials,Metals & Mining
VMC,194.9,199.1,187.2,178.62,1.057,137.54,197.755,"25,311 M","2,325,745","133,056,905",Materials,Construction Materials
CBRE,73.65,74.63,72.18,74.09,1.399,66.31,89.58,"22,896 M","1,764,306","310,832,322",Real Estate,Real Estate Management & Development
AEE,88.89,90.27,88.22,88.65,0.4512,73.28,97.53,"23,557 M","1,682,779","262,475,443",Utilities,Multi-Utilities
AEP,90.61,92.38,89.66,90.87,0.4751,80.3,105.6,"47,037 M","2,365,083","514,406,939",Utilities,Electric Utilities
ATO,111.1,118.19,111.1,112.91,0.6177,97.71,121.92,"17,043 M","1,864,683","144,484,650",Utilities,Gas Utilities
AWK,146.99,148.38,146.07,146.49,0.5846,122.77,162.59,"28,772 M","642,546","194,643,611",Utilities,Water Utilities
CEG,76.98,80.37,74.91,76.51,0.9102,52.64,97.89,"25,741 M","3,830,453","327,536,696",Utilities,Electric Utilities
CMS,60.88,61.5,60.3,61.19,0.3746,52.41,71.97,"17,876 M","2,003,864","291,656,125",Utilities,Multi-Utilities
CNP,29.89,30.45,29.74,29.95,0.9374,25.03,33.5,"19,057 M","3,204,581","631,029,243",Utilities,Multi-Utilities
D,56.08,56.82,55.51,55.76,0.4573,52.025,86.28,"47,250 M","3,673,715","835,250,715",Utilities,Multi-Utilities
DTE,111.89,112.93,110.96,111.63,0.6338,100.64,136.77,"23,224 M","751,393","206,109,174",Utilities,Multi-Utilities
DUK,97.58,98.49,97.11,97.33,0.4454,83.76,114.5,"75,608 M","3,067,188","770,648,212",Utilities,Electric Utilities
ED,98.23,99.22,97.72,98.04,0.3823,78.1,102.21,"34,131 M","1,648,058","346,437,853",Utilities,Multi-Utilities
EIX,72.31,73.285,70.915,71.67,0.8468,54.45,74.12,"27,762 M","2,365,153","382,983,023",Utilities,Electric Utilities
ES,76.55,77.13,75.62,76.64,0.5032,70.54,94.41,"26,750 M","2,280,525","348,673,173",Utilities,Electric Utilities
ETR,105.11,106.93,104.25,105.03,0.6702,94.94,122.46,"22,434 M","1,033,987","211,446,046",Utilities,Electric Utilities
EVRG,61.62,62.4618,60.94,61.68,1,54.12,71.58,"14,275 M","1,124,275","229,583,134",Utilities,Electric Utilities
EXC,42.42,43.07,41.53,42.33,0.5608,35.185,49.86,"42,317 M","6,322,050","994,298,998",Utilities,Electric Utilities
FE,38.63,39.035,38.21,38.93,0.4375,35.32,43.695,"22,289 M","4,927,044","572,836,882",Utilities,Electric Utilities
LNT,54.38,55.305,53.77,54.43,0.5592,47.19,64.62,"13,776 M","1,725,418","251,385,816",Utilities,Electric Utilities
NEE,75.38,75.67,74.56,75.39,0.4803,67.22,91.35,"152,789 M","6,042,464","2,023,421,945",Utilities,Electric Utilities
NI,28.24,28.61,28.13,28.12,0.474,23.78,32.08,"11,719 M","4,759,657","413,063,219",Utilities,Multi-Utilities
NRG,33.01,33.29,30.52,33.44,1.037,30.25,47.82,"7,289 M","11,045,715","232,269,883",Utilities,Electric Utilities
PCG,17.37,17.43,16.835,17.29,1.111,9.64,17.335,"34,407 M","15,127,525","1,995,760,649",Utilities,Electric Utilities
PEG,63.78,63.895,62.98,63.21,0.5902,52.51,70.08,"31,689 M","1,923,108","498,965,138",Utilities,Multi-Utilities
PNW,78.76,80.45,76.76,78.42,0.4625,59.03,81.63,"9,025 M","1,012,254","113,251,486",Utilities,Electric Utilities
PPL,28.71,28.86,28.34,28.49,0.8296,23.465,31.74,"21,153 M","5,248,905","737,055,702",Utilities,Electric Utilities
SO,73.44,74.285,72.53,73.33,0.5223,58.85,80.57,"80,962 M","4,305,256","1,090,402,540",Utilities,Electric Utilities
SRE,154.07,155.08,152.6,152.62,0.763,136.54,176.47,"48,296 M","1,594,179","314,650,353",Utilities,Multi-Utilities
WEC,94.53,95.66,93.8,94.28,0.4117,80.82,108.39,"30,077 M","1,072,978","315,434,531",Utilities,Multi-Utilities
XEL,68.59,69.56,67.93,68.5,0.4501,56.89,77.66,"38,035 M","3,463,931","550,356,331",Utilities,Electric Utilities
AAL,13.79,13.8893,13.35,13.79,1.641,11.6514,19.515,"8,820 M","22,983,677","652,862,508",,
ADM,74.78,75.47,73.76,75.02,0.8134,70.02,98.28,"40,423 M","3,434,901","544,634,817",,
AES,22.4,22.52,21.97,22.45,0.9653,18.62,29.89,"15,040 M","9,565,668","669,030,884",,
ALK,43.16,43.295,41.69,43.47,1.616,37.23,53.9614,"5,356 M","1,824,563","127,243,454",,
AMAT,113.05,113.41,111.72,113.29,1.591,71.12,125.62,"95,034 M","3,579,606","845,118,427",,
AMCR,9.98,10.44,9.98,10.01,0.8024,10.01,13.605,"15,023 M","10,602,349","1,471,443,801",,
AMT,191.27,196.42,191.27,191.97,0.5779,178.17,282.47,"90,599 M","1,984,321","466,043,234",,
